,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_MAX_SCORE,CURRENT_BAL,PREVIOUS_BAL,LAST_PAYMENT,CRED_UTILIZATION_PERCENT,default_payment_next_month
11811,50000,2,2,2,24,0,50062,34819,2000,100,0
11812,80000,2,2,1,37,0,1324,1087,1087,2,0
11813,120000,1,2,2,34,3,45755,46725,2000,38,1
11814,30000,2,1,2,29,0,8326,557,557,28,0
11815,260000,2,2,2,30,0,165,165,165,0,0
11816,50000,1,2,1,62,0,51350,50350,50908,103,0
11817,30000,2,2,1,23,2,26795,29654,3300,89,0
11818,50000,1,3,1,59,0,51400,0,0,103,0
11819,340000,2,3,1,40,0,183139,179156,9000,54,0
11820,170000,2,2,1,36,2,2600,5234,5234,2,0
11821,20000,1,2,2,25,2,20415,18266,1264,102,0
11822,230000,2,1,1,35,0,1246,3284,3312,1,0
11823,460000,1,1,2,28,0,460609,427584,18138,100,0
11824,20000,1,2,2,56,2,17819,18239,1000,89,0
11825,210000,1,1,2,30,1,0,0,0,0,1
11826,30000,1,2,2,25,2,29894,31423,2300,100,0
11827,50000,2,2,2,30,3,47629,46592,0,95,1
11828,130000,1,1,2,26,2,-888,5806,6694,-1,0
11829,30000,2,3,2,24,3,15335,14804,0,51,1
11830,60000,1,2,1,35,2,10560,11312,1200,18,1
11831,160000,2,2,2,28,2,1426,326,326,1,0
11832,180000,2,2,2,32,0,54797,56909,3000,30,0
11833,460000,2,3,2,32,0,89747,89175,5000,20,0
11834,30000,2,3,1,53,2,34775,35946,1733,116,0
11835,280000,1,2,1,36,0,143650,0,0,51,0
11836,100000,1,2,2,33,1,0,0,0,0,0
11837,30000,1,2,2,29,6,32875,32101,0,110,1
11838,150000,2,1,2,29,0,39215,49300,11200,26,0
11839,200000,2,2,1,47,0,11418,2541,2541,6,0
11840,150000,1,1,2,28,0,123767,18479,20732,83,0
11841,370000,2,2,1,45,2,162526,168389,10000,44,0
11842,200000,2,1,2,34,0,2603,11381,11381,1,0
11843,200000,2,1,1,32,0,10760,11945,2000,5,0
11844,30000,2,1,2,24,6,1800,1800,0,6,0
11845,210000,2,2,2,27,0,190,-310,0,0,0
11846,120000,2,2,1,42,0,94218,95129,3415,79,0
11847,470000,2,2,1,35,0,218675,225519,8717,47,0
11848,60000,2,4,1,39,0,183,1419,1419,0,0
11849,260000,1,1,1,53,3,1361,1188,0,1,0
11850,80000,1,2,1,28,0,390,390,390,0,1
11851,100000,2,3,1,47,0,46104,47146,2086,46,0
11852,200000,1,1,1,38,1,-57,-382,0,0,0
11853,360000,1,3,1,34,1,277040,-22960,0,77,0
11854,70000,2,2,1,27,2,31455,34623,4000,45,1
11855,420000,1,3,1,45,2,520453,520643,18500,124,0
11856,150000,2,1,1,32,2,4605,4390,22,3,0
11857,240000,1,2,1,44,0,8421,14201,14230,4,0
11858,360000,2,1,2,43,1,0,7221,7221,0,0
11859,390000,2,2,1,30,0,98984,102158,5700,25,0
11860,180000,1,2,2,27,0,11599,644,644,6,0
11861,50000,2,1,2,25,0,2058,287,287,4,0
11862,180000,2,2,2,26,0,88846,89730,3279,49,1
11863,200000,1,2,1,41,2,69963,67223,0,35,0
11864,50000,1,2,1,36,1,0,0,0,0,0
11865,280000,1,2,2,29,0,330,9500,9500,0,0
11866,90000,2,2,2,40,0,9663,69279,69616,11,0
11867,420000,1,1,1,46,2,436968,428712,0,104,0
11868,70000,2,2,1,37,2,7204,5326,0,10,0
11869,170000,2,2,1,34,0,1837,1328,1328,1,0
11870,210000,2,1,2,48,1,0,0,0,0,1
11871,80000,1,1,1,33,0,75593,71643,2503,94,0
11872,70000,2,1,2,48,0,62319,65102,6000,89,0
11873,100000,1,2,1,29,3,82781,85536,5000,83,0
11874,60000,1,3,2,31,2,30841,34336,4000,51,0
11875,350000,1,2,2,29,0,36151,37624,2056,10,0
11876,180000,2,2,2,36,1,0,0,0,0,0
11877,200000,1,2,2,30,0,67825,70193,10000,34,0
11878,120000,2,1,2,26,0,67519,110908,3000,56,0
11879,70000,2,2,2,24,0,16366,15500,1000,23,0
11880,200000,2,1,1,29,2,21326,30928,10000,11,0
11881,200000,2,1,2,39,0,10140,9956,9984,5,0
11882,50000,1,1,1,38,0,21912,22939,1685,44,0
11883,290000,1,1,1,49,0,4599,28420,28420,2,0
11884,120000,1,2,2,26,0,74831,78082,4000,62,0
11885,220000,2,2,2,37,0,1918,4626,4626,1,0
11886,50000,2,3,1,50,0,43140,43496,2500,86,0
11887,360000,2,1,1,35,2,0,2819,2819,0,0
11888,140000,1,2,2,45,0,36856,27919,1500,26,0
11889,30000,2,2,2,22,0,0,0,0,0,0
11890,130000,2,2,2,23,0,136,0,0,0,0
11891,140000,2,1,2,35,2,2736,1276,0,2,0
11892,260000,2,2,1,37,2,3689,3992,3993,1,0
11893,50000,2,3,2,54,0,22136,23165,1388,44,0
11894,60000,1,2,1,32,0,56228,56861,2147,94,0
11895,20000,1,1,2,36,0,7075,7860,1000,35,0
11896,250000,2,3,2,26,0,188526,188454,7002,75,0
11897,20000,1,3,2,27,2,20443,19038,1558,102,0
11898,200000,2,3,2,29,0,1945,995,1000,1,0
11899,50000,2,3,2,25,0,6954,6032,2161,14,0
11900,210000,1,2,2,35,1,0,0,0,0,0
11901,110000,1,1,2,29,1,0,0,0,0,0
11902,20000,1,2,2,28,2,2013,1837,0,10,0
11903,250000,1,1,2,30,0,61331,42741,3000,25,0
11904,10000,1,2,2,21,0,9900,0,0,99,1
11905,140000,2,1,2,30,0,4717,5329,5329,3,0
11906,100000,2,2,2,25,2,87401,93476,7497,87,1
11907,130000,2,3,1,43,3,19085,18491,0,15,1
11908,80000,2,1,2,23,0,78358,826,826,98,0
11909,350000,2,3,1,38,0,362,792,792,0,0
11910,140000,1,3,1,45,0,1553,0,0,1,0
11911,120000,2,2,1,33,1,0,0,0,0,0
11912,480000,1,3,1,46,2,277803,287770,16000,58,0
11913,20000,2,2,2,24,3,3980,5075,1318,20,1
11914,30000,1,2,1,43,0,24643,24963,2496,82,0
11915,500000,2,2,2,48,0,185627,182655,8000,37,0
11916,360000,1,3,1,55,0,23439,19112,5000,7,0
11917,90000,2,2,1,34,1,0,2098,2098,0,0
11918,90000,2,3,1,44,0,94393,93361,3820,105,0
11919,150000,2,1,2,33,0,717,-959,0,0,0
11920,130000,2,3,1,49,2,0,10152,10152,0,0
11921,10000,1,1,2,26,2,10252,5677,0,103,0
11922,70000,1,2,1,35,0,32507,29775,3000,46,0
11923,220000,1,1,2,32,0,207384,213290,9252,94,0
11924,150000,2,1,2,29,0,23414,23349,1000,16,0
11925,140000,1,3,0,47,0,75883,67073,2536,54,0
11926,160000,2,2,1,34,2,160285,156328,0,100,0
11927,80000,2,1,2,27,0,825,825,825,1,0
11928,50000,1,3,1,39,0,44574,0,0,89,0
11929,20000,1,2,1,32,2,9622,10974,1511,48,0
11930,10000,2,4,2,21,0,7691,8107,1192,77,0
11931,320000,2,2,2,34,0,7806,2944,2944,2,0
11932,290000,2,1,1,40,0,550,550,550,0,0
11933,50000,2,1,1,43,2,49390,50612,2449,99,0
11934,140000,2,2,1,51,0,4885,649,650,3,0
11935,140000,2,1,1,36,0,132629,135901,5406,95,0
11936,50000,2,2,1,49,0,3126,25362,25368,6,0
11937,360000,1,1,2,34,2,9,9,0,0,1
11938,140000,1,3,1,43,0,139445,137950,5500,100,1
11939,280000,2,2,1,48,0,9517,36527,36527,3,0
11940,410000,1,1,2,37,0,59728,66109,8000,15,0
11941,30000,2,1,2,26,0,125,125,125,0,0
11942,50000,2,3,1,50,2,4446,4166,0,9,0
11943,60000,2,2,2,26,0,57171,58656,2464,95,0
11944,170000,2,2,2,29,0,47742,45529,2105,28,0
11945,230000,1,2,2,28,0,651,651,651,0,0
11946,30000,2,2,1,25,2,29883,27523,2000,100,1
11947,360000,2,1,1,42,0,5658,4164,4164,2,0
11948,360000,1,1,1,30,0,98048,69568,4000,27,0
11949,150000,1,1,2,38,0,421504,299860,17000,281,0
11950,110000,2,3,1,36,0,2309,3238,1002,2,0
11951,280000,1,1,2,32,0,32068,31915,5000,11,0
11952,200000,1,1,1,37,0,2896,10706,10720,1,1
11953,50000,1,3,2,33,1,0,0,0,0,0
11954,150000,1,2,2,28,0,79426,71364,3003,53,1
11955,360000,1,1,2,36,0,331365,338400,15000,92,0
11956,130000,1,3,1,49,0,119466,116833,5044,92,0
11957,230000,2,3,1,48,0,500,14883,14883,0,0
11958,480000,2,2,2,48,0,2475,995,1000,1,0
11959,30000,2,3,1,35,2,28852,29777,1700,96,1
11960,150000,2,2,2,42,0,89341,79904,5000,60,0
11961,500000,1,1,1,42,0,29365,94120,94135,6,0
11962,220000,2,2,1,43,1,0,0,0,0,1
11963,360000,2,1,2,56,0,437,241,241,0,1
11964,160000,2,2,1,42,0,165686,169969,8450,104,1
11965,270000,2,2,2,42,0,12263,10025,10025,5,0
11966,610000,1,1,2,35,0,269672,274882,10000,44,0
11967,20000,1,3,2,29,0,4453,7997,8019,22,0
11968,70000,2,2,1,28,3,9192,8905,0,13,1
11969,260000,2,1,1,35,0,51133,60247,10000,20,0
11970,30000,1,2,1,47,0,778,5898,5900,3,1
11971,20000,1,2,2,34,2,20690,20075,0,103,1
11972,160000,2,3,2,25,0,141,-756,201,0,0
11973,20000,2,2,2,23,0,16575,17629,1327,83,0
11974,330000,1,1,1,61,0,14897,19364,19364,5,0
11975,70000,1,2,2,25,2,50224,58639,10000,72,0
11976,300000,1,1,2,27,0,0,0,0,0,0
11977,280000,2,2,2,30,2,254307,257669,9100,91,0
11978,180000,2,2,1,33,0,47050,49282,3000,26,0
11979,50000,2,1,2,50,0,51016,49000,2098,102,0
11980,230000,2,3,2,30,2,122344,115723,5492,53,1
11981,200000,2,2,1,51,0,9754,55904,56243,5,1
11982,250000,1,2,2,30,2,5724,6729,2000,2,0
11983,100000,1,1,2,31,2,104395,101736,1867,104,0
11984,470000,2,1,2,30,0,1689,499,499,0,1
11985,80000,2,1,2,26,0,3900,331,331,5,0
11986,250000,1,2,1,39,0,20461,22813,3000,8,0
11987,20000,1,3,1,36,3,1050,1050,0,5,1
11988,360000,2,1,2,32,1,0,0,0,0,0
11989,80000,2,2,1,26,0,35897,30090,1510,45,0
11990,100000,2,2,1,27,1,3856,-1278,2,4,0
11991,50000,1,1,1,40,1,0,0,0,0,0
11992,620000,1,1,1,39,0,346927,90849,5200,56,0
11993,100000,2,3,1,28,2,29770,30485,1825,30,0
11994,30000,1,1,2,22,3,18796,23153,5000,63,0
11995,180000,1,1,2,28,0,2619,1839,1839,1,1
11996,330000,2,1,1,36,2,2964,36,36,1,0
11997,90000,1,2,2,34,2,50281,14033,0,56,0
11998,280000,1,1,1,41,0,718,3910,3927,0,0
11999,20000,1,2,2,30,2,18231,34558,0,91,1
12000,120000,1,1,2,37,2,1235,316,0,1,0
12001,240000,2,1,2,27,0,176829,174143,7058,74,0
12002,80000,2,3,1,53,1,0,1710,1710,0,1
12003,30000,1,2,1,35,3,-2221,-8152,0,-7,0
12004,70000,2,1,1,28,0,20596,24911,5000,29,0
12005,20000,1,2,1,46,2,19866,19257,0,99,1
12006,180000,2,1,1,38,2,183939,176737,8000,102,1
12007,140000,1,2,2,62,0,143107,138581,4839,102,0
12008,20000,2,1,2,24,0,17147,18264,1700,86,0
12009,230000,2,1,1,31,0,0,0,0,0,1
12010,90000,2,2,2,39,2,82326,82827,2700,91,0
12011,170000,2,2,1,33,0,263,641,641,0,0
12012,80000,1,2,2,30,0,79949,65416,2500,100,0
12013,80000,1,2,1,36,0,9097,31091,31091,11,0
12014,80000,1,1,2,37,0,68553,69191,3000,86,0
12015,100000,2,2,1,36,2,79695,77855,0,80,1
12016,120000,2,2,2,26,0,4787,6190,1500,4,0
12017,50000,2,2,1,47,2,10992,12047,1540,22,1
12018,260000,1,2,1,64,2,2500,2500,0,1,1
12019,180000,1,1,1,35,0,170128,172258,7187,95,0
12020,30000,2,2,1,23,0,27141,28297,1900,90,0
12021,80000,1,3,1,52,2,13701,13034,0,17,1
12022,50000,1,2,1,36,2,14668,17194,2800,29,0
12023,50000,1,3,1,41,0,13868,13060,1227,28,0
12024,90000,2,2,2,28,2,48177,49563,2500,54,1
12025,180000,2,3,1,35,0,133733,92955,3514,74,0
12026,20000,2,2,3,52,0,19773,18459,1331,99,1
12027,460000,2,2,1,39,2,15950,13101,13101,3,0
12028,80000,1,1,2,31,2,61241,62155,2515,77,0
12029,50000,1,2,2,35,2,40624,41381,1700,81,1
12030,50000,1,2,2,37,0,50581,47990,2020,101,1
12031,240000,1,1,1,39,1,-18,-18,0,0,0
12032,360000,1,2,1,43,0,6146,945,1000,2,0
12033,150000,2,4,2,23,0,27338,23410,1403,18,0
12034,20000,1,2,2,24,0,18186,19086,1500,91,0
12035,30000,1,3,2,44,7,2646,2646,0,9,0
12036,200000,2,1,2,44,0,0,0,0,0,0
12037,80000,2,4,2,51,0,9747,7592,1203,12,0
12038,260000,2,2,2,28,0,154489,143383,6000,59,0
12039,20000,1,2,2,49,2,7823,8691,1151,39,1
12040,240000,2,1,2,39,0,123704,125133,4905,52,0
12041,120000,2,1,2,44,2,27500,28565,1800,23,0
12042,20000,2,2,2,22,0,20117,18784,1466,101,0
12043,20000,2,3,1,52,2,9410,11840,2600,47,0
12044,430000,2,1,1,37,0,1669,412,416,0,0
12045,80000,2,2,1,46,0,76270,77376,3400,95,0
12046,50000,1,2,2,25,0,47809,49040,2141,96,0
12047,140000,1,3,2,35,2,47422,52831,6800,34,0
12048,50000,1,2,1,31,2,51203,50110,0,102,0
12049,50000,1,1,2,25,0,45079,45741,1773,90,0
12050,80000,2,3,0,37,0,7070,3087,3087,9,0
12051,50000,2,2,1,26,2,16919,17854,1500,34,0
12052,80000,2,2,1,37,0,39839,40596,1700,50,0
12053,50000,1,3,1,55,2,42166,43687,2200,84,1
12054,80000,2,2,1,60,1,-2,759,761,0,1
12055,360000,2,1,1,52,0,7542,6302,6302,2,0
12056,60000,2,2,2,41,0,60672,58929,2741,101,0
12057,290000,2,1,2,31,0,1170,0,0,0,0
12058,50000,1,1,2,56,0,47076,48427,2110,94,0
12059,360000,2,4,2,28,0,243114,46734,1587,68,0
12060,440000,2,2,1,40,0,3278,2028,2035,1,0
12061,500000,1,1,1,36,0,396,1043,1043,0,0
12062,240000,1,2,2,27,1,0,0,0,0,0
12063,100000,1,2,2,31,0,21345,26288,6363,21,0
12064,200000,2,1,1,47,2,4503,3350,0,2,0
12065,260000,1,1,1,43,2,-10,5172,5182,0,0
12066,70000,2,3,1,53,2,54251,55402,2600,78,1
12067,20000,1,3,1,53,2,17614,19323,2000,88,1
12068,180000,1,1,2,38,2,124233,125768,5000,69,1
12069,80000,2,2,1,44,0,47102,24470,1473,59,0
12070,140000,2,1,1,41,0,142129,130705,15126,102,1
12071,50000,2,2,1,26,2,22915,22247,1411,46,0
12072,120000,1,1,1,36,2,117492,104895,3985,98,1
12073,320000,2,1,1,42,0,197352,201913,9000,62,0
12074,70000,1,2,1,39,0,6056,7292,1500,9,0
12075,120000,2,2,1,42,0,499,499,499,0,0
12076,150000,2,2,2,25,0,100165,102327,5000,67,0
12077,230000,2,2,1,32,0,1560,1766,1046,1,0
12078,30000,2,3,0,46,2,20143,19532,0,67,0
12079,290000,2,2,1,34,0,38027,23036,6000,13,0
12080,50000,2,2,1,36,0,4782,0,0,10,0
12081,360000,1,1,2,34,0,14867,14612,1079,4,0
12082,160000,2,3,1,56,0,2992,4562,4562,2,0
12083,30000,2,2,2,42,3,2231,3048,1000,7,1
12084,60000,1,1,2,27,2,21387,22416,1378,36,1
12085,420000,1,2,1,34,0,226007,226465,10000,54,1
12086,50000,1,1,1,42,0,49887,49515,1850,100,0
12087,360000,2,2,2,34,1,0,0,0,0,0
12088,250000,1,3,1,46,0,55891,59152,21343,22,0
12089,160000,1,1,2,32,3,82345,91345,9000,51,0
12090,50000,1,2,2,30,2,52419,51309,0,105,0
12091,160000,1,1,2,29,1,-113,18887,19000,0,0
12092,220000,1,1,2,31,0,5254,5868,5000,2,0
12093,70000,2,3,1,43,2,26193,26977,1500,37,0
12094,50000,1,3,1,43,0,10898,8754,1000,22,0
12095,120000,1,1,2,29,0,25602,30156,5000,21,0
12096,50000,1,3,3,55,2,47067,48410,2400,94,0
12097,210000,2,2,1,32,0,132082,131015,6500,63,0
12098,120000,2,1,2,28,2,594,594,0,0,0
12099,260000,2,2,1,40,0,138602,135999,4870,53,0
12100,120000,1,2,1,41,2,39606,40679,2000,33,0
12101,250000,1,1,2,30,1,0,0,0,0,0
12102,30000,1,2,2,33,0,29956,30536,29000,100,0
12103,50000,1,2,1,28,0,2862,20499,20637,6,0
12104,70000,2,3,2,23,2,16103,17185,2800,23,0
12105,200000,2,1,2,59,0,180887,166921,10000,90,0
12106,100000,2,2,1,29,0,48065,49189,1900,48,0
12107,200000,1,2,1,36,0,4670,4670,4670,2,1
12108,280000,2,1,2,29,0,3009,3437,3454,1,0
12109,420000,1,1,1,54,0,12349,6545,6576,3,0
12110,400000,2,1,2,32,0,35383,33892,12119,9,0
12111,180000,2,2,2,27,0,28978,25271,5029,16,0
12112,340000,2,1,2,29,0,182441,181085,6550,54,0
12113,500000,1,1,2,38,0,3109,34228,34241,1,0
12114,420000,2,2,2,37,1,6277,30512,31326,1,0
12115,180000,2,1,2,32,0,10989,228,228,6,0
12116,120000,1,3,1,46,0,94953,116914,120656,79,0
12117,50000,2,2,1,49,2,48501,51105,3500,97,0
12118,150000,2,2,2,26,0,36302,33060,2070,24,0
12119,20000,2,1,2,22,2,11087,11712,1100,55,0
12120,150000,1,3,1,27,2,183405,188959,10000,122,0
12121,40000,1,2,2,27,6,42055,41146,0,105,1
12122,180000,2,1,1,30,0,116218,124296,10000,65,0
12123,120000,2,2,2,43,2,124613,121211,0,104,1
12124,420000,1,1,2,42,0,155814,155282,5397,37,0
12125,20000,2,1,2,29,2,6345,6098,0,32,0
12126,120000,2,2,2,24,0,29161,29891,1500,24,0
12127,230000,2,2,1,27,0,25947,26998,1800,11,0
12128,50000,1,2,3,46,0,49776,50405,2056,100,1
12129,50000,2,2,1,36,0,52136,50942,2218,104,0
12130,320000,1,1,1,40,0,151222,135038,6500,47,0
12131,70000,2,2,2,23,2,69074,70811,2875,99,1
12132,280000,2,1,2,27,0,160889,165400,9000,57,0
12133,180000,1,1,1,48,0,66092,65236,2370,37,0
12134,50000,2,1,2,29,0,2000,5743,5934,4,0
12135,340000,2,2,2,25,1,0,0,0,0,0
12136,200000,2,2,2,25,0,41357,22770,3262,21,0
12137,180000,2,2,2,28,0,10479,11793,1410,6,0
12138,50000,2,1,2,25,0,42056,46024,5000,84,1
12139,120000,2,2,2,31,0,115573,117767,5700,96,0
12140,360000,1,3,1,46,0,0,0,0,0,0
12141,240000,1,2,1,50,0,419,419,419,0,0
12142,70000,2,2,2,25,4,30542,29780,0,44,1
12143,20000,2,3,3,41,0,2795,198,941,14,0
12144,190000,1,2,1,32,2,13041,13936,1400,7,0
12145,200000,2,2,1,38,0,780,0,0,0,0
12146,410000,1,2,1,45,0,597,2326,2329,0,0
12147,110000,1,1,2,27,0,34314,33538,5000,31,0
12148,210000,2,2,2,27,0,87909,86769,4100,42,0
12149,300000,1,1,1,42,2,32643,33427,1600,11,0
12150,390000,2,1,2,29,0,283965,278793,8724,73,0
12151,30000,1,2,1,51,0,28916,29451,11592,96,1
12152,20000,2,2,2,24,0,2004,3193,1211,10,1
12153,70000,2,2,2,23,0,1823,326,326,3,0
12154,70000,2,1,1,35,4,77021,73268,0,110,0
12155,50000,1,1,2,25,3,1304,978,0,3,1
12156,30000,1,3,2,51,2,25358,26447,1800,85,0
12157,130000,1,1,2,33,2,36672,35807,0,28,0
12158,130000,1,2,1,39,0,1240,0,0,1,0
12159,20000,1,2,1,38,1,0,0,0,0,1
12160,30000,2,2,1,34,2,411,995,1000,1,0
12161,170000,2,2,2,26,0,30005,30621,1842,18,0
12162,120000,1,2,1,31,2,53672,56495,4300,45,1
12163,50000,1,1,2,42,2,44350,43360,0,89,0
12164,130000,2,3,1,41,0,131728,132063,7000,101,0
12165,110000,2,3,2,32,0,50433,42098,2200,46,0
12166,80000,2,1,2,28,0,53301,55444,3525,67,0
12167,500000,2,2,2,32,2,33763,43081,10000,7,0
12168,180000,2,2,1,46,0,0,12103,12103,0,0
12169,120000,2,3,1,58,1,0,2228,2228,0,1
12170,20000,2,2,1,23,0,14313,4256,1000,72,0
12171,370000,1,2,2,30,0,25588,1259,2096,7,1
12172,50000,1,2,2,22,0,49551,42517,1707,99,0
12173,150000,1,1,1,51,0,92766,94732,4000,62,0
12174,80000,1,1,2,29,0,1567,20175,20175,2,1
12175,460000,2,1,2,28,0,16560,12570,2500,4,0
12176,50000,1,3,1,53,2,45870,46944,2100,92,1
12177,80000,2,2,2,25,0,62242,28610,19885,78,0
12178,260000,2,1,1,35,0,89420,86716,3578,34,0
12179,320000,1,1,2,32,0,488,2290,2301,0,0
12180,50000,2,2,2,46,0,44808,44899,2100,90,0
12181,360000,2,1,1,55,0,2334,37570,37570,1,0
12182,50000,2,2,2,50,0,20001,15345,2000,40,0
12183,150000,1,2,1,30,0,9248,6831,6871,6,0
12184,70000,2,2,1,32,0,67417,63334,2303,96,0
12185,150000,2,1,2,27,0,5561,4141,4141,4,0
12186,50000,1,2,2,42,0,48842,49709,2576,98,0
12187,90000,2,2,2,23,0,13808,4300,4335,15,0
12188,100000,1,2,1,30,0,57998,60063,3000,58,1
12189,440000,2,1,2,34,0,3290,4949,4949,1,0
12190,250000,1,1,2,35,0,2746,1666,1666,1,0
12191,10000,2,3,1,55,4,420,420,0,4,1
12192,80000,2,2,1,37,2,55595,54142,0,69,0
12193,220000,2,1,1,54,1,0,0,0,0,0
12194,40000,1,1,2,25,0,1946,17810,17810,5,1
12195,150000,1,2,2,28,2,148095,143845,8000,99,0
12196,20000,1,2,2,35,4,17936,17368,0,90,1
12197,240000,2,2,1,41,2,137327,133724,0,57,1
12198,200000,1,1,2,29,0,170707,159654,6017,85,0
12199,50000,2,1,2,23,0,4821,15898,12000,10,0
12200,180000,2,2,1,41,0,184650,0,0,103,0
12201,50000,1,2,1,25,2,21397,24233,3500,43,1
12202,20000,1,1,2,31,0,1261,390,390,6,0
12203,210000,2,1,1,39,0,35639,42091,10000,17,0
12204,500000,1,1,1,43,0,4125,5840,5864,1,0
12205,240000,2,1,2,30,1,9028,-1868,0,4,1
12206,30000,1,2,1,36,5,18811,18225,0,63,0
12207,190000,1,1,1,42,0,7776,3706,3706,4,0
12208,10000,1,2,2,45,0,492,9017,10300,5,0
12209,360000,1,2,2,34,0,1978,8583,8625,1,0
12210,80000,2,2,1,39,0,46401,39456,1560,58,0
12211,60000,1,2,1,40,0,18875,20064,1500,31,1
12212,100000,2,3,1,45,0,1480,916,916,1,0
12213,100000,2,1,2,28,0,557,1033,1033,1,0
12214,10000,1,3,1,46,0,7170,8240,1200,72,0
12215,180000,1,2,2,24,0,182545,177885,9000,101,0
12216,280000,2,2,1,39,3,186838,190570,8000,67,1
12217,50000,2,2,2,37,2,49078,51063,3800,98,0
12218,380000,1,1,1,55,0,126880,130324,7000,33,0
12219,50000,2,2,1,42,0,27901,24898,1770,56,0
12220,150000,1,1,2,35,0,147471,151713,20000,98,0
12221,210000,2,1,2,35,0,44125,39465,1732,21,0
12222,30000,1,1,2,36,3,26851,26136,0,90,1
12223,70000,2,3,2,43,0,72770,69438,4108,104,1
12224,80000,1,2,2,28,3,79425,77223,107,99,1
12225,50000,2,2,1,44,0,19091,20179,1400,38,0
12226,480000,2,2,1,35,0,227221,243942,51000,47,0
12227,500000,2,2,1,38,0,9889,24911,24920,2,0
12228,170000,2,1,2,26,0,22138,23227,1808,13,0
12229,330000,2,1,2,29,0,9894,11877,3000,3,0
12230,30000,1,2,1,37,2,19625,20673,1671,65,0
12231,120000,2,2,1,36,0,326,0,0,0,0
12232,80000,2,1,2,25,0,66426,55334,2657,83,0
12233,160000,1,2,1,31,2,54835,46575,3500,34,0
12234,110000,1,2,1,30,2,100908,105371,7000,92,1
12235,20000,2,2,1,36,2,17638,17058,1666,88,1
12236,140000,1,1,1,49,2,136128,98337,4756,97,1
12237,50000,1,1,2,30,4,37570,36705,0,75,0
12238,20000,2,2,2,22,0,11999,3617,1062,60,1
12239,200000,2,2,2,29,0,170964,174509,7788,85,1
12240,320000,2,2,1,50,2,271305,268368,9703,85,0
12241,400000,2,3,1,42,0,10132,16932,16932,3,0
12242,250000,2,2,2,35,0,241711,205944,7481,97,0
12243,550000,2,1,2,34,0,42132,44045,3005,8,1
12244,300000,1,1,1,38,0,105932,100815,5137,35,0
12245,50000,2,2,1,34,0,46337,47384,1792,93,0
12246,160000,2,1,1,34,0,1072,3297,3297,1,0
12247,80000,1,1,2,25,0,20708,26286,6545,26,0
12248,280000,1,3,2,38,0,192080,197796,5716,69,0
12249,500000,2,3,2,35,0,1900,1489,1489,0,1
12250,340000,2,2,1,39,0,93767,65758,65758,28,0
12251,160000,2,2,1,42,0,0,0,0,0,0
12252,120000,2,1,2,26,2,942,780,780,1,0
12253,150000,1,1,2,28,0,28416,37392,10000,19,0
12254,110000,1,1,2,34,2,15908,18873,4013,14,0
12255,120000,2,2,2,28,2,2049,1579,0,2,1
12256,110000,2,1,2,36,0,141670,138542,6278,129,0
12257,320000,2,2,1,36,0,-20,-20,0,0,0
12258,50000,1,3,1,42,0,29224,23807,2000,58,0
12259,50000,2,2,1,38,0,1226,1226,1226,2,0
12260,90000,2,2,2,23,4,37639,38743,2000,42,0
12261,270000,2,1,1,40,0,19769,34813,34813,7,0
12262,50000,2,2,1,25,2,19454,18856,0,39,0
12263,50000,1,2,1,47,2,27143,27349,1700,54,0
12264,360000,2,2,1,28,1,0,0,0,0,0
12265,120000,2,2,1,26,0,4317,5240,2000,4,0
12266,290000,2,3,2,37,0,396,396,396,0,0
12267,200000,1,3,1,36,0,5308,3959,3981,3,0
12268,110000,2,2,2,25,2,109924,111805,6000,100,1
12269,50000,1,2,2,39,0,23540,16980,2010,47,0
12270,150000,1,1,1,42,0,2716,0,0,2,0
12271,280000,2,1,2,32,0,13532,3312,23871,5,0
12272,310000,2,1,2,29,0,44592,40110,2000,14,0
12273,450000,1,2,2,32,0,-3768,-3938,179,-1,0
12274,40000,2,2,2,23,2,33313,34086,1600,83,1
12275,50000,2,2,2,38,0,41724,92054,5000,83,0
12276,290000,1,2,2,35,0,17397,11754,12556,6,0
12277,60000,1,3,1,39,0,36343,27996,5140,61,0
12278,20000,1,3,1,47,2,7384,9356,2108,37,1
12279,80000,2,2,1,27,0,1995,0,0,2,0
12280,100000,1,2,1,36,4,9670,9371,0,10,0
12281,50000,1,1,1,37,2,48716,49504,2213,97,1
12282,250000,2,2,1,36,1,-26,8966,8992,0,0
12283,210000,2,1,2,34,0,1262,33414,33414,1,1
12284,280000,2,1,2,35,0,6302,4618,4663,2,0
12285,110000,2,2,2,35,0,125719,121523,4316,114,0
12286,60000,1,2,2,36,2,80709,76179,2300,135,0
12287,200000,1,1,1,40,0,540,454,454,0,0
12288,30000,1,2,2,35,2,22583,25067,3026,75,0
12289,80000,1,1,2,26,0,79565,78617,3481,99,0
12290,50000,1,2,2,39,0,17698,16533,2005,35,0
12291,160000,2,1,1,39,1,-16,1955,1971,0,0
12292,130000,2,2,2,26,0,110922,113974,5000,85,1
12293,230000,2,2,2,35,0,2873,29488,29525,1,0
12294,260000,2,2,1,35,0,213,213,214,0,0
12295,200000,1,2,1,54,0,177664,183236,10000,89,0
12296,420000,1,1,1,32,0,45060,25056,1407,11,1
12297,100000,2,1,2,22,2,36891,38498,2201,37,1
12298,100000,2,1,2,25,1,0,460,460,0,0
